44009,Palacio de Gobierno Del Estado de Jalisco,Guadalajara,Jalisco
44100,Guadalajara Centro,Guadalajara,Jalisco
44110,Vallarta Poniente,Guadalajara,Jalisco
44130,Arcos Vallarta,Guadalajara,Jalisco
44130,Arcos,Guadalajara,Jalisco
44140,Obrera Centro,Guadalajara,Jalisco
44150,Lafayette,Guadalajara,Jalisco
44150,Barrera,Guadalajara,Jalisco
44158,Deitz,Guadalajara,Jalisco
44160,Americana,Guadalajara,Jalisco
44170,San Antonio,Guadalajara,Jalisco
44180,Mexicaltzingo,Guadalajara,Jalisco
44190,Moderna,Guadalajara,Jalisco
44200,Capilla de Jesús,Guadalajara,Jalisco
44200,Artesanos,Guadalajara,Jalisco
44200,El Santuario,Guadalajara,Jalisco
44200,Sagrada Familia,Guadalajara,Jalisco
44210,Jardines del Country,Guadalajara,Jalisco
44210,Jardines del Country 2a. Sección,Guadalajara,Jalisco
44214,Universidad,Guadalajara,Jalisco
44215,Parían,Guadalajara,Jalisco
44216,Del Trabajo CTM,Guadalajara,Jalisco
44216,Fidel Velázquez,Guadalajara,Jalisco
44217,Residencial Vallarta Country,Guadalajara,Jalisco
44218,Fabrica de Atemajac,Guadalajara,Jalisco
44219,Casa Hogar CTM,Guadalajara,Jalisco
44220,Santa Mónica,Guadalajara,Jalisco
44220,Guadalupana Norte,Guadalajara,Jalisco
44220,Guadalupana Sur,Guadalajara,Jalisco
44220,Santa Elena Alcalde Poniente,Guadalajara,Jalisco
44220,Santa Elena Alcalde Oriente,Guadalajara,Jalisco
44220,Simón Bolívar,Guadalajara,Jalisco
44220,Circunvalación Metro Carballo,Guadalajara,Jalisco
44227,Jardines de Atemajac,Guadalajara,Jalisco
44230,Santa Elena Estadio,Guadalajara,Jalisco
44230,Autocinema,Guadalajara,Jalisco
44230,Santa Elena de La Cruz,Guadalajara,Jalisco
44230,División del Norte,Guadalajara,Jalisco
44240,Rancho Nuevo 2da. Sección,Guadalajara,Jalisco
44240,Independencia INFONAVIT,Guadalajara,Jalisco
44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco
44240,Nuevo Sur,Guadalajara,Jalisco
44240,Paseos Independencia,Guadalajara,Jalisco
44240,Lomas de Independencia,Guadalajara,Jalisco
44240,Colomos Independencia,Guadalajara,Jalisco
44240,Villas Del Estadio,Guadalajara,Jalisco
44240,Residencial San Elias,Guadalajara,Jalisco
44240,Ricardo Flores Magón,Guadalajara,Jalisco
44240,Estadio,Guadalajara,Jalisco
44240,FOVISSSTE Independencia,Guadalajara,Jalisco
44246,Estadio Poniente,Guadalajara,Jalisco
44247,Rancho Nuevo INFONAVIT,Guadalajara,Jalisco
44249,El Jaguey,Guadalajara,Jalisco
44250,Balcones de Huentitán,Guadalajara,Jalisco
44250,Huentitán El Bajo,Guadalajara,Jalisco
44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco
44250,Lomas del Paraíso 5a. Sección,Guadalajara,Jalisco
