64000,La Finca,Monterrey,Nuevo León
64000,Monterrey Centro,Monterrey,Nuevo León
64004,Amway,Monterrey,Nuevo León
64006,Consulado General de los Estados Unidos de Norteamérica,Monterrey,Nuevo León
64007,Secretaria de Hacienda y Crédito Publico,Monterrey,Nuevo León
64009,Palacio de Gobierno Del Estado de Nuevo Leon,Monterrey,Nuevo León
64010,Obrera,Monterrey,Nuevo León
64018,Desarrollo Urbano Reforma,Monterrey,Nuevo León
64018,Nuevo Centro Monterrey,Monterrey,Nuevo León
64019,Condominios Constitución,Monterrey,Nuevo León
64020,Gonzalitos,Monterrey,Nuevo León
64020,Mitras Sur,Monterrey,Nuevo León
64030,Chepevera,Monterrey,Nuevo León
64030,Lomas,Monterrey,Nuevo León
64040,Maria Luisa,Monterrey,Nuevo León
64040,Deportivo Obispado,Monterrey,Nuevo León
64040,Unidad Aldama,Monterrey,Nuevo León
64049,Exseminario,Monterrey,Nuevo León
64050,Jardín,Monterrey,Nuevo León
64050,Jardines del Cerro,Monterrey,Nuevo León
64060,Obispado,Monterrey,Nuevo León
64070,El Mirador Centro,Monterrey,Nuevo León
64100,San Bernabe,Monterrey,Nuevo León
64100,Barrio Antiguo Cd. Solidaridad,Monterrey,Nuevo León
64100,Privadas de Lincoln,Monterrey,Nuevo León
64102,Mirasol Sector 3 (San Felipe),Monterrey,Nuevo León
64102,Barrio Margaritas,Monterrey,Nuevo León
64102,Las Plazas,Monterrey,Nuevo León
64102,Urbi Villa del Cedro 1er. Sector,Monterrey,Nuevo León
64102,Mirasol,Monterrey,Nuevo León
64102,Barrio Aztlán,Monterrey,Nuevo León
64102,Barrio Santa Isabel,Monterrey,Nuevo León
64102,Urbi Villa del Cedro 2do Sector,Monterrey,Nuevo León
64102,Barrio Estrella Norte y Sur,Monterrey,Nuevo León
64102,Arcos del Sol Elite,Monterrey,Nuevo León
64102,Barrio Puerta del Sol,Monterrey,Nuevo León
64102,Urbi Villa Bonita,Monterrey,Nuevo León
64102,Barrio de La Industria,Monterrey,Nuevo León
64102,Barrio Acero,Monterrey,Nuevo León
64102,Barrio Chapultepec Norte,Monterrey,Nuevo León
64102,Estrella Sector Elite,Monterrey,Nuevo León
64102,Jardines del Rey,Monterrey,Nuevo León
64102,Barrio Chapultepec Sur,Monterrey,Nuevo León
64102,Barrio del Parque,Monterrey,Nuevo León
64102,Barrio San Luis,Monterrey,Nuevo León
64102,Urbi Villa del Rey,Monterrey,Nuevo León
64102,Las Estaciones,Monterrey,Nuevo León
64102,Barrio Moderna,Monterrey,Nuevo León
64102,Barrio del Prado,Monterrey,Nuevo León
64102,Barrio San Pedro,Monterrey,Nuevo León
64102,Arcos del Sol,Monterrey,Nuevo León
64102,Barrio San Carlos,Monterrey,Nuevo León
64102,Barrio Topo Chico,Monterrey,Nuevo León
64102,Barrio Alameda,Monterrey,Nuevo León
64102,Villas de San Bernabe,Monterrey,Nuevo León
64103,Josefa Ortiz de Dominguez,Monterrey,Nuevo León
64103,Madero,Monterrey,Nuevo León
64103,Prof. Miguel Ramos Arizpe,Monterrey,Nuevo León
64103,Valles de San Bernabé III,Monterrey,Nuevo León
64103,"Los Nogales I y II (P-98, 109)",Monterrey,Nuevo León
64103,Arboledas de San Bernabe,Monterrey,Nuevo León
64103,Ampliación Nogales (P-87),Monterrey,Nuevo León
64103,La Alianza Trazo de A (P-28),Monterrey,Nuevo León
64103,Villas de San Sebastián,Monterrey,Nuevo León
64103,Venustiano Carranza,Monterrey,Nuevo León
64103,Vicente Suárez,Monterrey,Nuevo León
64103,San Isidro (P-108),Monterrey,Nuevo León
64103,"La Alianza Sector N (P-71,74)",Monterrey,Nuevo León
64103,Misión San Bernabé,Monterrey,Nuevo León
64103,La Alianza Trazo Marcelino (P-130),Monterrey,Nuevo León
64103,Mejía Barrón,Monterrey,Nuevo León
64103,Periodistas,Monterrey,Nuevo León
64103,Unión Antorchista,Monterrey,Nuevo León
64103,San David I (P- 33),Monterrey,Nuevo León
64103,Eugenio Garza Sada,Monterrey,Nuevo León
64103,Martín de Zavala (P-34),Monterrey,Nuevo León
64103,San Antonio (P-37),Monterrey,Nuevo León
64103,Las Torres,Monterrey,Nuevo León
64103,La Alianza Sector M (P-61),Monterrey,Nuevo León
64103,La Alianza Sector Q (P-90),Monterrey,Nuevo León
64103,Homero López Ortiz,Monterrey,Nuevo León
64103,Villas de San Agustín,Monterrey,Nuevo León
64103,Diego de Montemayor,Monterrey,Nuevo León
64103,Fray Servando Teresa de Mier,Monterrey,Nuevo León
64103,La Alianza Trazo Marco (P- 52),Monterrey,Nuevo León
64103,Valles de San Bernabé,Monterrey,Nuevo León
64103,"San Pedro (P-72, 76, 736)",Monterrey,Nuevo León
64103,La Alianza Trazo Barrón (P- 93),Monterrey,Nuevo León
64103,Jardines de La Alianza,Monterrey,Nuevo León
64103,La Alianza Sector L (P-107),Monterrey,Nuevo León
64103,La Alianza Sector P (P-88),Monterrey,Nuevo León
64103,La Alianza Sector S (P-28),Monterrey,Nuevo León
64103,Prados San Bernabé,Monterrey,Nuevo León
64103,La Alianza Sector C,Monterrey,Nuevo León
64103,Ignacio Altamirano,Monterrey,Nuevo León
64103,Cuauhtémoc,Monterrey,Nuevo León
64103,Jose Maria Morelos,Monterrey,Nuevo León
64103,La Alianza Trazo Mao (P- 46),Monterrey,Nuevo León
64103,Los Nogales III (P-102),Monterrey,Nuevo León
64103,Portales de Valles de San Bernabé,Monterrey,Nuevo León
64103,"Ing J. M. Maldonado T. (P-11, 19, 22, 23)",Monterrey,Nuevo León
64103,La Alianza Sector F (P-142),Monterrey,Nuevo León
64103,Paseo de San Bernabé,Monterrey,Nuevo León
64103,Villas de La Alianza,Monterrey,Nuevo León
64103,Comercial Lincoln Poniente,Monterrey,Nuevo León
64103,Rómulo Lozano Morales,Monterrey,Nuevo León
64103,Lorenzo Garza (P-1),Monterrey,Nuevo León
64103,Alfonso Reyes (P-38),Monterrey,Nuevo León
64103,Arboledas de Escobedo (P-44),Monterrey,Nuevo León
64103,Cerradas del Poniente,Monterrey,Nuevo León
64103,La Alianza Sector D (P-94),Monterrey,Nuevo León
64103,"La Alianza Sector E (P-47,48)",Monterrey,Nuevo León
